Owner Info,No of Bhk,Price Info,Locality, Square Feet, Construction,Price Per Sqft
OWNER,2 BHK Independent House, 60 L,Pasumamula,1300 ,Under Construction,"4,615 / sq ft"
OWNER,2 BHK Independent House, 60 L,Pasumamula,1300 ,Under Construction,"4,615 / sq ft"
OWNER,2 BHK Independent House, 60 L,Pasumamula,1300 ,Under Construction,"4,615 / sq ft"
OWNER,2 BHK Independent House, 60 L,Pasumamula,1300 ,Under Construction,"4,615 / sq ft"
OWNER,2 BHK Independent House, 60 L,Pasumamula,1300 ,Under Construction,"4,615 / sq ft"
OWNER,3 BHK Independent House, 45 L,Kishan Bagh,900 ,Ready to move,"5,000 / sq ft"
OWNER,4 BHK Villa, 1 Cr,Kondakal,1800 ,Under Construction,"5,555 / sq ft"
OWNER,4 BHK Villa, 1 Cr,Kondakal,1800 ,Under Construction,"5,555 / sq ft"
OWNER,2 BHK Apartment, 32 L,Meerpet,870 ,Ready to move,"3,678 / sq ft"
OWNER,3 BHK Apartment in Vajra Jasmine County, 1.66 Cr,Nanakramguda,1870 ,Ready to move,"8,877 / sq ft"
OWNER,2 BHK Apartment in Swaraj Homes Mannat Manzil, 26 L,Manikonda,700 ,Ready to move,"3,714 / sq ft"
OWNER,2 BHK Independent House, 62 L,Chengicherla,1197 ,Ready to move,"5,179 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,2 BHK Apartment, 32 L,Jeedimetla,864 ,Ready to move,"3,703 / sq ft"
OWNER,2 BHK Apartment, 32 L,Jeedimetla,864 ,Ready to move,"3,703 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,3 BHK Apartment, 35 L,muthangi,1595 ,Under Construction,"2,194 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,2 BHK Apartment, 65 L,Suchitra,1220 ,Ready to move,"5,327 / sq ft"
OWNER,2 BHK Apartment, 32 L,Jeedimetla,864 ,Ready to move,"3,703 / sq ft"
OWNER,Residential Plot in Sri Meenakshi Meenakshi County, 28 L,Shankarpalli,1500 ,Resale,"1,866 / sq ft"
OWNER,Residential Plot, 24 L,Desh Mukhi,1850 ,Resale,"1,297 / sq ft"
OWNER,2 BHK Apartment, 57 L,Alwal,1200 ,Ready to move,"4,750 / sq ft"
OWNER,3 BHK Independent Floor, 56 L,Vanasthalipuram,1310 ,Under Construction,"4,274 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,2 BHK Apartment in PVR Maha, 50 L,Shankarpalli,1182 ,Under Construction,"4,230 / sq ft"
OWNER,3 BHK Apartment, 69.7 L,Bachupally,1470 ,Ready to move,"4,741 / sq ft"
OWNER,3 BHK Apartment, 69.5 L,Bachupally,1470 ,Ready to move,"4,727 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,3 BHK Apartment, 54.44 L,Kompally,1945 ,Under Construction,"2,798 / sq ft"
OWNER,Residential Plot, 43 L,Gachibowli,450 ,Resale,"9,555 / sq ft"
OWNER,Residential Plot in Peram Aditya Aishwarya, 23 L,Shankarpalli,1530 ,Resale,"1,503 / sq ft"
OWNER,3 BHK Apartment, 90 L,East Marredpally,1525 ,Ready to move,"5,901 / sq ft"
OWNER,4 BHK Independent House, 90 L,Malkajgiri,2000 ,Under Construction,"4,500 / sq ft"
OWNER,Residential Plot, 6.57 L,Shadnagar,1314 ,Resale,500 / sq ft
OWNER,4 BHK Independent House in Dream City, 2.3 Cr,Balapur,2520 ,Ready to move,"9,126 / sq ft"
OWNER,2 BHK Apartment, 30 L,Bandlaguda Jagir,947 ,Ready to move,"3,167 / sq ft"
OWNER,2 BHK Apartment in PVR Kshetra, 52.96 L,Shankarpalli,1142 ,Under Construction,"4,637 / sq ft"
OWNER,2 BHK Apartment, 35 L,Pragathi Nagar Kukatpally,1200 ,Under Construction,"2,916 / sq ft"
OWNER,2 BHK Apartment in Aakriti Esta, 65 L,Tellapur,1228 ,Under Construction,"5,293 / sq ft"
OWNER,2 BHK Independent House, 1.05 Cr,Bandlaguda Jagir,1100 ,Ready to move,"9,545 / sq ft"
OWNER,2 BHK Independent House, 1.05 Cr,Bandlaguda Jagir,1100 ,Ready to move,"9,545 / sq ft"
OWNER,2 BHK Independent House, 1.05 Cr,Bandlaguda Jagir,1100 ,Ready to move,"9,545 / sq ft"
OWNER,2 BHK Independent House, 66 L,Pedda Amberpet,1120 ,Ready to move,"5,892 / sq ft"
OWNER,2 BHK Apartment in Ar Anmol Alpine Square, 51 L,Patancheru,1060 ,Under Construction,"4,811 / sq ft"
OWNER,2 BHK Apartment in Ar Anmol Alpine Square, 45 L,Patancheru,930 ,Under Construction,"4,838 / sq ft"
OWNER,2 BHK Apartment in Ar Anmol Alpine Square, 45 L,Patancheru,930 ,Under Construction,"4,838 / sq ft"
OWNER,2 BHK Apartment in Ar Anmol Alpine Square, 45 L,Patancheru,930 ,Under Construction,"4,838 / sq ft"
OWNER,2 BHK Apartment in Ar Anmol Alpine Square, 45 L,Patancheru,930 ,Under Construction,"4,838 / sq ft"
OWNER,2 BHK Apartment in Ar Anmol Alpine Square, 45 L,Patancheru,930 ,Under Construction,"4,838 / sq ft"
OWNER,2 BHK Apartment, 40 L,Sainikpuri,950 ,Ready to move,"4,210 / sq ft"
OWNER,2 BHK Apartment, 40 L,Sainikpuri,950 ,Ready to move,"4,210 / sq ft"
OWNER,2 BHK Apartment, 40 L,Sainikpuri,950 ,Ready to move,"4,210 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,6 BHK Independent House, 1.8 Cr,Kukatpally,3500 ,Ready to move,"5,142 / sq ft"
OWNER,2 BHK Apartment, 59.5 L,Moosarambagh Road,1090 ,Ready to move,"5,458 / sq ft"
OWNER,3 BHK Apartment, 40 L,Bhanur,1600 ,Under Construction,"2,500 / sq ft"
OWNER,3 BHK Apartment, 40 L,Bhanur,1600 ,Under Construction,"2,500 / sq ft"
OWNER,3 BHK Apartment, 40 L,Bhanur,1600 ,Under Construction,"2,500 / sq ft"
OWNER,2 BHK Villa, 1.5 Cr,Osman Nagar,1032 ,Ready to move,"14,534 / sq ft"
OWNER,2 BHK Villa, 1.5 Cr,Osman Nagar,1032 ,Ready to move,"14,534 / sq ft"
OWNER,2 BHK Villa, 1.5 Cr,Osman Nagar,1032 ,Ready to move,"14,534 / sq ft"
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,1566 ,Resale,"1,277 / sq ft"
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,1566 ,Resale,"1,277 / sq ft"
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,1566 ,Resale,"1,277 / sq ft"
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,1566 ,Resale,"1,277 / sq ft"
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,1566 ,Resale,"1,277 / sq ft"
OWNER,Residential Plot, 36 L,Nagole,1800 ,Resale,"2,000 / sq ft"
OWNER,3 BHK Independent House, 84.5 L,Mettuguda,2325 ,Ready to move,"3,634 / sq ft"
OWNER,2 BHK Apartment, 35 L,Patancheru,1000 ,Under Construction,"3,500 / sq ft"
OWNER,Residential Plot in Peram Aditya Elina, 48 L,Bhanur,1800 ,Resale,"2,666 / sq ft"
OWNER,2 BHK Independent House, 58 L,Badangpet,990 ,Ready to move,"5,858 / sq ft"
OWNER,2 BHK Apartment, 30 L,Kollur,1250 ,Under Construction,"2,400 / sq ft"
OWNER,2 BHK Apartment, 44 L,Pragathi Nagar Kukatpally,1200 ,Under Construction,"3,666 / sq ft"
OWNER,2 BHK Apartment, 44 L,Pragathi Nagar Kukatpally,1200 ,Under Construction,"3,666 / sq ft"
OWNER,2 BHK Apartment, 44 L,Pragathi Nagar Kukatpally,1200 ,Under Construction,"3,666 / sq ft"
OWNER,2 BHK Apartment, 44 L,Pragathi Nagar Kukatpally,1200 ,Under Construction,"3,666 / sq ft"
OWNER,2 BHK Apartment, 44 L,Pragathi Nagar Kukatpally,1200 ,Under Construction,"3,666 / sq ft"
OWNER,Residential Plot, 30 L,Kothur,1575 ,Resale,"1,904 / sq ft"
OWNER,Residential Plot, 30 L,Kothur,1575 ,Resale,"1,904 / sq ft"
OWNER,2 BHK Apartment, 87 L,Kukatpally,1145 ,Ready to move,"7,598 / sq ft"
OWNER,3 BHK Apartment, 82 L,Kondapur,1515 ,Ready to move,"5,412 / sq ft"
OWNER,3 BHK Apartment, 82 L,Kondapur,1515 ,Ready to move,"5,412 / sq ft"
OWNER,3 BHK Apartment, 82 L,Kondapur,1515 ,Ready to move,"5,412 / sq ft"
OWNER,3 BHK Villa, 91 L,Bollaram,1900 ,Ready to move,"4,789 / sq ft"
OWNER,3 BHK Villa in Aparna Kanopy Lotus, 3 Cr,Kompally,2005 ,Ready to move,"14,962 / sq ft"
OWNER,2 BHK Apartment in SV Narayana Reddy Homes, 40 L,LB Nagar,750 ,Ready to move,"5,333 / sq ft"
OWNER,6 BHK Villa, 2.2 Cr,Mokila,4000 ,Under Construction,"5,500 / sq ft"
OWNER,6 BHK Villa, 2.2 Cr,Mokila,4000 ,Under Construction,"5,500 / sq ft"
OWNER,6 BHK Villa, 2.2 Cr,Mokila,4000 ,Under Construction,"5,500 / sq ft"
OWNER,6 BHK Villa, 2.2 Cr,Mokila,4000 ,Under Construction,"5,500 / sq ft"
OWNER,6 BHK Villa, 2.2 Cr,Mokila,4000 ,Under Construction,"5,500 / sq ft"
OWNER,2 BHK Apartment, 22 L,Shamirpet,1100 ,Ready to move,"2,000 / sq ft"
OWNER,2 BHK Apartment, 29.5 L,Pragathi Nagar Kukatpally,1040 ,Ready to move,"2,836 / sq ft"
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot in Neemsboro PAMENA GREENS, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,3 BHK Apartment, 43.05 L,Miyapur,1230 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Apartment, 38.5 L,Aminpur,1150 ,Under Construction,"3,347 / sq ft"
OWNER,3 BHK Apartment, 56.65 L,Chandanagar,1590 ,Under Construction,"3,562 / sq ft"
OWNER,2 BHK Apartment, 56.17 L,Miyapur,1605 ,Under Construction,"3,500 / sq ft"
OWNER,3 BHK Apartment, 55.82 L,Chandanagar Vill,1595 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Apartment, 46.9 L,Chandanagar Vill,1340 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Apartment, 35.87 L,Miyapur,1025 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Apartment, 37.1 L,Miyapur,1060 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Apartment, 43.05 L,Miyapur,1230 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Apartment, 38.5 L,Miyapur,1100 ,Under Construction,"3,500 / sq ft"
OWNER,3 BHK Apartment, 53.55 L,Miyapur,1530 ,Under Construction,"3,500 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,3 BHK Apartment, 85 L,Madhapur,1450 ,Ready to move,"5,862 / sq ft"
OWNER,6 BHK Villa, 1.43 Cr,Mokila,2600 ,Under Construction,"5,500 / sq ft"
OWNER,Residential Plot, 98 L,Kundanpally,3600 ,Resale,"2,722 / sq ft"
OWNER,Residential Plot, 98 L,Kundanpally,3600 ,Resale,"2,722 / sq ft"
OWNER,Residential Plot, 98 L,Kundanpally,3600 ,Resale,"2,722 / sq ft"
OWNER,Residential Plot, 98 L,Kundanpally,3600 ,Resale,"2,722 / sq ft"
OWNER,Residential Plot, 98 L,Kundanpally,3600 ,Resale,"2,722 / sq ft"
OWNER,Residential Plot, 98 L,Kundanpally,3600 ,Resale,"2,722 / sq ft"
OWNER,Residential Plot, 27 L,Kothur,1450 ,Resale,"1,862 / sq ft"
OWNER,5 BHK Independent House, 2.5 Cr,Habsiguda,2800 ,Ready to move,"8,928 / sq ft"
OWNER,2 BHK Apartment, 55 L,Ramachandra Puram,1015 ,Ready to move,"5,418 / sq ft"
OWNER,3 BHK Villa, 66 L,Nagaram Hyderabad South,1450 ,Ready to move,"4,551 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,Residential Plot, 1.13 Cr,Almasguda,2700 ,Resale,"4,211 / sq ft"
OWNER,2 BHK Independent House, 72 L,Godumakunta,1550 ,Ready to move,"4,645 / sq ft"
OWNER,2 BHK Apartment in Prime Heights, 80 L,Kukatpally,1126 ,Ready to move,"7,104 / sq ft"
OWNER,2 BHK Apartment, 37 L,Chandanagar,1020 ,Under Construction,"3,627 / sq ft"
OWNER,Residential Plot in Speed Forest Ridge, 80 L,Shamirpet,2925 ,Resale,"2,735 / sq ft"
OWNER,Residential Plot, 45 L,Gollur,3285 ,Resale,"1,369 / sq ft"
OWNER,Residential Plot, 45 L,Gollur,3285 ,Resale,"1,369 / sq ft"
OWNER,Residential Plot, 20 L,Kothur,2160 ,Resale,925 / sq ft
OWNER,Residential Plot, 45 L,Gollur,3285 ,Resale,"1,369 / sq ft"
OWNER,Residential Plot, 45 L,Gollur,3285 ,Resale,"1,369 / sq ft"
OWNER,Residential Plot, 45 L,Gollur,3285 ,Resale,"1,369 / sq ft"
OWNER,Residential Plot, 45 L,Gollur,3285 ,Resale,"1,369 / sq ft"
OWNER,3 BHK Apartment, 86 L,Kondapur,1515 ,Ready to move,"5,676 / sq ft"
OWNER,2 BHK Apartment, 47.5 L,Yapral,1125 ,Under Construction,"4,222 / sq ft"
OWNER,3 BHK Apartment, 77.98 L,Hayathnagar,1654 ,Under Construction,"4,715 / sq ft"
OWNER,3 BHK Apartment in Hivision Residency, 92.5 L,Kompally,1700 ,Ready to move,"5,441 / sq ft"
OWNER,2 BHK Apartment in SV Narayana Reddy Homes, 40 L,LB Nagar,755 ,Ready to move,"5,298 / sq ft"
OWNER,3 BHK Apartment in Swaraj Homes United Enclave, 1.5 Cr,Ameerpet,1800 ,Ready to move,"8,333 / sq ft"
OWNER,2 BHK Apartment in SV Narayana Reddy Homes, 40 L,LB Nagar,755 ,Ready to move,"5,298 / sq ft"
OWNER,2 BHK Apartment in SV Narayana Reddy Homes, 40 L,LB Nagar,755 ,Ready to move,"5,298 / sq ft"
OWNER,3 BHK Apartment in Swaraj Homes United Enclave, 1.5 Cr,Ameerpet,1800 ,Ready to move,"8,333 / sq ft"
OWNER,2 BHK Apartment in SV Narayana Reddy Homes, 40 L,LB Nagar,755 ,Ready to move,"5,298 / sq ft"
OWNER,10 BHK Independent House, 3.8 Cr,Mehdipatnam,4735 ,Ready to move,"8,025 / sq ft"
OWNER,2 BHK Independent House, 57 L,Nadergul,1250 ,Ready to move,"4,560 / sq ft"
OWNER,2 BHK Independent House, 57 L,Nadergul,1250 ,Ready to move,"4,560 / sq ft"
OWNER,2 BHK Independent House, 57 L,Nadergul,1250 ,Ready to move,"4,560 / sq ft"
OWNER,Residential Plot, 36.5 L,Chevella,1040 ,Resale,"3,509 / sq ft"
OWNER,Residential Plot, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot, 18.18 L,Chevella,2727 ,Resale,666 / sq ft
OWNER,Residential Plot, 36.5 L,Chevella,1040 ,Resale,"3,509 / sq ft"
OWNER,Residential Plot, 36.5 L,Chevella,1040 ,Resale,"3,509 / sq ft"
AGENT,3 BHK Apartment, 1.09 Cr,Kukatpally,1592 ,Ready to move,"6,900 / sq ft"
AGENT,2 BHK Apartment, 94.11 L,Kukatpally,1426 ,Under Construction,"6,600 / sq ft"
OWNER,2 BHK Apartment, 39.74 L,Pragathi Nagar Kukatpally,1150 ,Under Construction,"3,456 / sq ft"
OWNER,2 BHK Apartment, 41.47 L,Pragathi Nagar Kukatpally,1200 ,Under Construction,"3,456 / sq ft"
OWNER,2 BHK Independent House, 57 L,Nadergul,1250 ,Ready to move,"4,560 / sq ft"
OWNER,2 BHK Independent House, 57 L,Nadergul,1250 ,Ready to move,"4,560 / sq ft"
OWNER,Residential Plot, 15 L,Bhuvanagiri,2700 ,Resale,555 / sq ft
OWNER,2 BHK Apartment, 36 L,Nagaram,1142 ,Ready to move,"3,152 / sq ft"
OWNER,3 BHK Apartment, 42.75 L,Kompally,1585 ,Under Construction,"2,697 / sq ft"
OWNER,3 BHK Apartment, 42.75 L,Kompally,1585 ,Under Construction,"2,697 / sq ft"
OWNER,4 BHK Independent House, 76.89 L,Patancheru,2160 ,Ready to move,"3,560 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavanas GLC Cribs Phase 2, 1.16 Cr,Bachupally,2700 ,Under Construction,"4,332 / sq ft"
OWNER,Residential Plot, 36 L,Bibinagar,2700 ,Resale,"1,333 / sq ft"
OWNER,Residential Plot, 36 L,Bibinagar,2700 ,Resale,"1,333 / sq ft"
OWNER,Residential Plot, 36 L,Bibinagar,2700 ,Resale,"1,333 / sq ft"
OWNER,Residential Plot, 36 L,Bibinagar,2700 ,Resale,"1,333 / sq ft"
OWNER,Residential Plot, 34 L,Ibrahimpatnam,1800 ,Resale,"1,888 / sq ft"
OWNER,Residential Plot, 34 L,Ibrahimpatnam,1800 ,Resale,"1,888 / sq ft"
OWNER,Residential Plot, 34 L,Ibrahimpatnam,1800 ,Resale,"1,888 / sq ft"
OWNER,Residential Plot, 34 L,Ibrahimpatnam,1800 ,Resale,"1,888 / sq ft"
OWNER,Residential Plot, 34 L,Ibrahimpatnam,1800 ,Resale,"1,888 / sq ft"
AGENT,2 BHK Apartment, 31.94 L,Nizampet,819 ,Under Construction,"3,900 / sq ft"
